ENSPID,UniProtID,MolecularWeight
ENSP00000261369,Q9Y343,19818.0
ENSP00000359848,Q92643,45252.0
ENSP00000335320,Q86UU0,157129.0
ENSP00000312634,Q96JY6,37459.0
ENSP00000284031,O94760,31122.0
ENSP00000360761,O15120,30914.0
ENSP00000340820,A0A7I2PLE3,76816.0
ENSP00000263092,Q86W50,63621.0
ENSP00000439601,Q92619,124614.0
ENSP00000256398,Q9H9T3,62259.0
ENSP00000278826,Q9NPI0,19262.0
ENSP00000268206,Q7Z2Z2,125430.0
ENSP00000384296,Q03154,45885.0
ENSP00000435233,H0YE88,47928.0
ENSP00000358495,O75054,135196.0
ENSP00000329858,Q53H54,50236.0
ENSP00000215980,Q9NSP4,19737.0
ENSP00000367835,Q99633,39860.0
ENSP00000313953,Q6P3X3,96632.0
ENSP00000393596,Q9NR09,530269.0
ENSP00000438993,Q6NZY4,78577.0
ENSP00000294618,Q96HP0,229558.0
ENSP00000295704,Q96BH1,51219.0
ENSP00000351132,Q8IXI2,70784.0
ENSP00000338990,Q9BSB4,25003.0
ENSP00000233047,Q96B96,17522.0
ENSP00000362354,Q9BQK8,93614.0
ENSP00000381932,Q13627,85584.0
ENSP00000383402,Q8TF05,107004.0
ENSP00000479618,,
ENSP00000337675,O00559,24377.0
ENSP00000347626,Q8IVD9,40822.0
ENSP00000354837,Q92974,111543.0
ENSP00000380747,Q96SK2,62922.0
ENSP00000259008,Q9BX63,140867.0
ENSP00000355385,Q96D70,30350.0
ENSP00000222644,Q9NZW5,61117.0
ENSP00000385083,,
ENSP00000356978,P50336,50765.0
ENSP00000323811,Q9UJ83,63729.0
ENSP00000320485,O14497,242045.0
ENSP00000361603,Q9BV19,21877.0
ENSP00000287936,P04035,97476.0
ENSP00000478059,G0XQ39,88646.0
ENSP00000451300,P49757,70804.0
ENSP00000253693,Q9Y6W3,92652.0
ENSP00000300086,Q9NYB0,44260.0
ENSP00000368818,Q6ZVM7,55556.0
ENSP00000216366,A0A8C8KBR5,15688.0
ENSP00000453403,Q9BXS6,49452.0
ENSP00000419005,Q68CQ4,87055.0
ENSP00000304376,Q969Q5,23124.0
ENSP00000379218,Q9GZY4,16694.0
ENSP00000334037,Q5UCC4,27347.0
ENSP00000286523,Q6PJG2,114989.0
ENSP00000464275,Q9HAS0,44622.0
ENSP00000333934,Q7Z4G4,53421.0
ENSP00000385722,Q8N201,244297.0
ENSP00000392065,Q96D71,86662.0
ENSP00000361803,Q8WU79,46786.0
ENSP00000366410,Q9HAN9,31932.0
ENSP00000384474,Q9NX55,13651.0
ENSP00000326342,Q8IZ81,34961.0
ENSP00000393952,Q5SRH9,69778.0
ENSP00000320117,Q15642,68352.0
ENSP00000247194,Q96EM0,38138.0
ENSP00000433146,Q96K76,157311.0
ENSP00000305193,Q53T59,42780.0
ENSP00000385795,O94880,106986.0
ENSP00000307959,F6QMI7,633667.0
ENSP00000296582,Q9NVA4,50142.0
ENSP00000386710,Q7Z3C6,94447.0
ENSP00000429744,Q13188,56301.0
ENSP00000263593,Q9HAT2,58315.0
ENSP00000387006,Q9HCG8,105466.0
ENSP00000433681,P42695,168891.0
ENSP00000316114,Q96ES7,33238.0
ENSP00000351737,Q8IUX1,25943.0
ENSP00000314709,Q9Y6X8,92307.0
ENSP00000403210,Q9Y3B6,23061.0
ENSP00000466298,O60499,28114.0
ENSP00000341597,Q9NRY5,55468.0
ENSP00000420095,Q9ULU4,131692.0
ENSP00000231790,P40692,84601.0
ENSP00000408002,Q86Y07,58141.0
ENSP00000348206,Q9Y3B1,21495.0
ENSP00000299163,Q9NWT6,40285.0
ENSP00000385616,Q9UH99,80311.0
ENSP00000314004,Q9UJX6,93828.0
ENSP00000252530,Q17RN3,37329.0
ENSP00000445001,Q5TA45,67663.0
ENSP00000362399,P61764,67569.0
ENSP00000369887,Q9NWH9,117148.0
ENSP00000385749,P31321,43073.0
ENSP00000371321,P35251,128255.0
ENSP00000266014,Q68CQ7,41935.0
ENSP00000227266,P53634,51854.0
ENSP00000424381,Q9BU23,79698.0
ENSP00000326563,Q7LBC6,191581.0
ENSP00000465759,O00411,138620.0
ENSP00000385334,Q9Y6D9,83067.0
ENSP00000349205,Q99570,153103.0
ENSP00000261965,Q96CW5,103571.0
ENSP00000434614,P30260,91867.0
ENSP00000354376,P57735,23496.0
ENSP00000364639,J3KPD3,30591.0
ENSP00000360798,P42566,98656.0
ENSP00000401399,A0A0A0MSI9,29626.0
ENSP00000301738,Q9NXV2,26093.0
ENSP00000478783,O94822,200552.0
ENSP00000418693,P57060,36332.0
ENSP00000428756,Q9NUL3,62608.0
ENSP00000452181,Q9H9C1,57005.0
ENSP00000351157,Q96J42,39885.0
ENSP00000382379,O15084,112966.0
ENSP00000280701,Q9NWU1,48843.0
ENSP00000342344,Q8N7R7,40705.0
ENSP00000363054,Q86Y82,31642.0
ENSP00000429615,,
ENSP00000382104,Q9Y3R5,258230.0
ENSP00000367453,Q8N6N7,9790.0
ENSP00000243776,Q8IZ52,85467.0
ENSP00000253382,Q9NR19,78580.0
ENSP00000376822,Q658P3,54601.0
ENSP00000340274,Q9Y3L5,20745.0
ENSP00000285021,Q01831,105953.0
ENSP00000398181,Q6NS38,29322.0
ENSP00000358955,Q6UXG2,111382.0
ENSP00000293970,,
ENSP00000360464,Q8N5F7,47138.0
ENSP00000338562,Q13277,33155.0
ENSP00000377721,P24468,45571.0
ENSP00000170447,Q9H000,46940.0
ENSP00000340243,Q13530,52580.0
ENSP00000269373,Q9HA64,34412.0
ENSP00000246337,P06132,40787.0
ENSP00000325369,Q92572,21732.0
ENSP00000311513,Q96T23,163821.0
ENSP00000378760,Q14764,99327.0
ENSP00000406885,Q96HV5,29665.0
ENSP00000296003,Q8NCE2,72203.0
ENSP00000265963,P32780,62032.0
ENSP00000464893,Q9C0B0,88084.0
ENSP00000362159,Q6KCM7,52663.0
ENSP00000350719,Q8WXH0,796442.0
ENSP00000302441,Q8TBE9,27813.0
ENSP00000459943,Q9P2R3,128399.0
ENSP00000358909,Q96NB2,36232.0
ENSP00000358582,Q9Y6B7,83260.0
ENSP00000297857,Q9UKY1,98098.0
ENSP00000312222,Q9H4I2,104658.0
ENSP00000217455,O14734,35914.0
ENSP00000323678,Q8N4Q0,40140.0
ENSP00000204726,Q08378,167355.0
ENSP00000370288,Q9BVL4,73489.0
ENSP00000355895,Q5VWZ2,26316.0
ENSP00000444136,Q9H9Y6,128229.0
ENSP00000317468,Q96FZ7,23485.0
ENSP00000296805,Q969S9,86601.0
ENSP00000355231,Q14457,51896.0
ENSP00000361207,Q9H3K2,37205.0
ENSP00000315568,Q8NBF6,71947.0
ENSP00000264709,Q9Y6K1,101858.0
ENSP00000236273,O95926,28722.0
ENSP00000385720,,
ENSP00000222284,Q9BVK8,25261.0
ENSP00000262971,Q8N2W9,56504.0
ENSP00000434724,Q9GZT6,29506.0
ENSP00000356047,O60825,58477.0
ENSP00000219345,Q8NCC3,46658.0
ENSP00000300146,Q86TB9,86850.0
ENSP00000356476,Q7Z2T5,81747.0
ENSP00000311224,Q86TX2,46277.0
ENSP00000350896,P54760,108270.0
ENSP00000252136,Q8IZ69,68726.0
ENSP00000228918,P36941,46709.0
ENSP00000370896,Q4ZG55,216467.0
ENSP00000262460,Q14691,22988.0
ENSP00000358549,Q5T160,65505.0
ENSP00000357000,P22415,33538.0
ENSP00000378405,O14874,46360.0
ENSP00000263629,P46199,81317.0
ENSP00000418823,Q9C0B1,58282.0
ENSP00000357442,Q9BRQ0,41244.0
ENSP00000251691,Q5TH69,240652.0
ENSP00000283109,Q9BVS4,63283.0
ENSP00000354920,Q8N6R0,78768.0
ENSP00000368612,A3KMH1,214824.0
ENSP00000382058,A0A7I2R591,17786.0
ENSP00000371805,Q96ME1,78919.0
ENSP00000294724,P35573,174764.0
ENSP00000251810,Q7LG56,40737.0
ENSP00000252674,Q03111,62056.0
ENSP00000445077,Q2VIR3,51229.0
ENSP00000334375,Q96II8,86083.0
ENSP00000384182,Q8WU76,75127.0
ENSP00000363480,Q92796,90314.0
ENSP00000259339,O14657,37979.0
ENSP00000229328,Q9Y478,30382.0
ENSP00000434995,Q92989,47646.0
ENSP00000369274,P46019,138408.0
ENSP00000408576,,
ENSP00000236040,Q32P28,83394.0
ENSP00000292478,O75127,78856.0
ENSP00000274008,Q8NB90,97904.0
ENSP00000013807,P07992,32562.0
ENSP00000375872,Q676U5,68265.0
ENSP00000358770,Q9H2G2,142695.0
ENSP00000320543,O95208,68482.0
ENSP00000258173,Q9H6L2,36059.0
ENSP00000338812,Q9BXI9,30861.0
ENSP00000369689,Q9NZT1,15893.0
ENSP00000411397,P27448,84429.0
ENSP00000378028,Q9UBS8,53837.0
ENSP00000318821,Q96CN9,87811.0
ENSP00000234296,Q13416,65972.0
ENSP00000376139,Q5MNZ6,38122.0
ENSP00000260953,Q9NRN9,23719.0
ENSP00000272638,Q92575,56778.0
ENSP00000345133,Q6DT37,172459.0
ENSP00000302830,Q7L5Y9,45287.0
ENSP00000341657,Q9P016,25697.0
ENSP00000361446,O14802,155641.0
ENSP00000358251,Q5W0V3,86558.0
ENSP00000257700,Q6NUQ1,90632.0
ENSP00000381064,Q9NVR2,82236.0
ENSP00000255305,Q9C0E2,130139.0
ENSP00000402935,Q92609,89004.0
ENSP00000244571,Q5JTZ9,107340.0
ENSP00000362656,Q92805,88184.0
ENSP00000388320,Q2VPK5,56107.0
ENSP00000271640,Q15047,143157.0
ENSP00000323720,O60244,160607.0
ENSP00000372193,P51798,88679.0
ENSP00000339109,Q9H1A4,216500.0
ENSP00000265107,Q9NW82,73201.0
ENSP00000259963,Q9UBU6,44123.0
ENSP00000302790,Q96QU8,128883.0
ENSP00000361982,O95900,36694.0
ENSP00000405424,Q8N573,97970.0
ENSP00000258080,O43464,48841.0
ENSP00000254325,P22670,104758.0
ENSP00000484855,O00471,81853.0
ENSP00000371897,Q13017,172460.0
ENSP00000216160,Q15750,54644.0
ENSP00000468263,Q8IUD2,128086.0
ENSP00000309945,Q9H2V7,56630.0
ENSP00000329614,P58557,19298.0
ENSP00000343002,Q6Y288,56564.0
ENSP00000321537,Q15334,115418.0
ENSP00000355961,Q9NVH2,106834.0
ENSP00000285398,P19447,89278.0
ENSP00000430338,Q75QN2,113088.0
ENSP00000267116,Q8NB46,115077.0
ENSP00000462468,P07947,60801.0
ENSP00000325313,Q66K74,112211.0
ENSP00000317332,Q96RF0,68894.0
ENSP00000353007,Q8IWU5,100455.0
ENSP00000337907,Q5T2T1,65524.0
ENSP00000299192,Q7Z4Q2,74583.0
ENSP00000337354,P38571,45419.0
ENSP00000233838,P38435,87561.0
ENSP00000251157,Q96N67,242561.0
ENSP00000298492,Q15018,46901.0
ENSP00000341364,Q96A57,13188.0
ENSP00000258083,Q9BSG0,21042.0
ENSP00000255108,Q9BQC3,52083.0
ENSP00000401277,Q75N03,54519.0
ENSP00000344648,P57057,57648.0
ENSP00000361331,O43414,37238.0
ENSP00000303507,P11274,142819.0
ENSP00000364028,P42892,87164.0
ENSP00000425587,O60645,85567.0
ENSP00000361800,Q96EX3,57801.0
ENSP00000363149,O95238,37518.0
ENSP00000440125,F5GY05,106117.0
ENSP00000299626,Q9BVK2,60088.0
ENSP00000478212,Q92667,97342.0
ENSP00000325377,Q9C0J8,145891.0
ENSP00000356468,Q9Y6Y0,71729.0
ENSP00000307181,Q9BTL3,14381.0
ENSP00000343103,Q9NVM4,78459.0
ENSP00000323782,Q96MW1,25248.0
ENSP00000373684,Q9Y2H1,54003.0
ENSP00000388658,O75746,74762.0
ENSP00000365280,P41134,16133.0
ENSP00000363921,Q8TEW0,151423.0
ENSP00000254942,Q15554,59594.0
ENSP00000250113,P51116,74223.0
ENSP00000340220,Q96N11,50047.0
ENSP00000254663,Q96I15,48149.0
ENSP00000360035,O95685,32559.0
ENSP00000443194,F5H5R8,40846.0
ENSP00000403400,Q9ULG6,87340.0
ENSP00000356355,Q8TDX7,34551.0
ENSP00000237642,O95210,39007.0
ENSP00000408526,P29218,30189.0
ENSP00000367440,O95551,40930.0
ENSP00000355968,Q9Y6M5,55300.0
ENSP00000348573,Q99996,452987.0
ENSP00000263578,Q96CU9,53812.0
ENSP00000169551,Q9BVV7,28202.0
ENSP00000266987,Q15633,39039.0
ENSP00000319781,Q86YS6,23339.0
ENSP00000318147,Q9BZQ6,104664.0
ENSP00000357448,Q96AQ6,80643.0
ENSP00000369681,Q9Y6I4,58897.0
ENSP00000315569,Q8IYB7,99279.0
ENSP00000280362,Q03393,16386.0
ENSP00000421491,Q13426,38287.0
ENSP00000372689,Q8WVM7,144427.0
ENSP00000365477,Q567U6,73198.0
ENSP00000291442,P10588,42979.0
ENSP00000249910,O95243,66051.0
ENSP00000433511,P43250,65991.0
ENSP00000296679,Q9HAD4,51728.0
ENSP00000334314,O00423,89861.0
ENSP00000278980,Q86VX2,22540.0
ENSP00000361298,Q99661,81313.0
ENSP00000349856,,
ENSP00000358042,Q9H0R6,57460.0
ENSP00000255764,Q9BTT4,15688.0
ENSP00000260045,O43422,87704.0
ENSP00000351947,Q9H4L7,117402.0
ENSP00000483486,Q13795,22614.0
ENSP00000247001,Q8IWZ8,72471.0
ENSP00000282276,Q96GW9,66591.0
ENSP00000345206,Q06330,55637.0
ENSP00000311447,Q5U4P2,41128.0
ENSP00000215904,Q96GD0,31698.0
ENSP00000275820,Q5C9Z4,96257.0
ENSP00000237822,Q9H6V9,37319.0
ENSP00000200181,P16144,202167.0
ENSP00000384851,P11474,45510.0
ENSP00000337393,Q9UBK9,18246.0
ENSP00000254998,Q9UKK6,15847.0
ENSP00000359540,O75629,24075.0
ENSP00000268483,Q9NX01,17015.0
ENSP00000481917,A0A087WYL5,99134.0
ENSP00000262507,O75208,35509.0
ENSP00000265433,O60934,84959.0
ENSP00000345793,Q9UGR2,109858.0
ENSP00000231948,Q96SW2,50546.0
ENSP00000350874,Q9H1A3,36536.0
ENSP00000206020,O75391,26034.0
ENSP00000333896,O75676,85606.0
ENSP00000374183,Q5T5Y3,177972.0
ENSP00000413697,O60784,53818.0
ENSP00000405111,Q6P158,155604.0
ENSP00000376808,Q93034,90955.0
ENSP00000257552,O43347,39125.0
ENSP00000426654,Q9UJX5,92116.0
ENSP00000354558,P42345,288892.0
ENSP00000285930,P15121,35853.0
ENSP00000287957,Q8WUU5,28690.0
ENSP00000355924,Q9NRG4,49688.0
ENSP00000216044,O00178,72454.0
ENSP00000346464,Q15906,40594.0
ENSP00000240651,Q8WU10,55793.0
ENSP00000220509,Q9P253,110186.0
ENSP00000356480,Q99496,37655.0
ENSP00000338258,Q9H3Q1,37980.0
ENSP00000413625,Q96RU3,71307.0
ENSP00000477868,O94842,66195.0
ENSP00000337159,Q7Z3T8,168903.0
ENSP00000355605,Q8IYI6,81799.0
ENSP00000360200,Q8NI35,196368.0
ENSP00000308332,Q9BRU9,28402.0
ENSP00000343190,Q96CD2,22395.0
ENSP00000365756,Q8IYS2,69157.0
ENSP00000378181,Q9NPI1,74139.0
ENSP00000326305,O43772,32944.0
ENSP00000379267,G5E9D4,58833.0
ENSP00000360252,Q9UJC3,84648.0
ENSP00000323264,Q8N4S9,64168.0
ENSP00000262144,Q6PJI9,109793.0
ENSP00000313504,Q93100,124884.0
ENSP00000380794,Q8WUX9,50911.0
ENSP00000281243,P09417,25790.0
ENSP00000260372,Q9NVX0,26933.0
ENSP00000359531,Q00403,34833.0
ENSP00000204517,Q01664,38726.0
ENSP00000371577,Q9C0I1,86148.0
ENSP00000385995,Q6YHU6,219607.0
ENSP00000354501,Q9NRM2,52788.0
ENSP00000296051,Q969F9,113736.0
ENSP00000321703,O75410,87794.0
ENSP00000007699,Q9Y2T7,38518.0
ENSP00000352021,Q9UGY1,24663.0
ENSP00000383333,Q14149,107113.0
ENSP00000286733,Q02083,40066.0
ENSP00000255882,P42356,236830.0
ENSP00000418669,Q99611,47305.0
ENSP00000373331,Q6P087,38461.0
ENSP00000268058,P29590,97551.0
ENSP00000409171,O15031,205127.0
ENSP00000261647,Q6DKK2,42457.0
ENSP00000371586,Q9UG56,46672.0
ENSP00000359385,Q92990,68208.0
ENSP00000325612,Q9Y2X0,96793.0
ENSP00000251250,Q8N5C7,35248.0
ENSP00000360497,O15541,38787.0
ENSP00000323527,Q9UL63,84768.0
ENSP00000198767,Q9NYV6,74107.0
ENSP00000307900,P15104,42064.0
ENSP00000318944,Q6Q0C0,74609.0
ENSP00000376268,Q92503,81250.0
ENSP00000269720,A0A044PY82,39005.0
ENSP00000378505,P49761,58588.0
ENSP00000376615,Q86UY8,63420.0
ENSP00000484331,,
ENSP00000380659,Q9NRA8,108201.0
ENSP00000318804,Q8IUI8,49766.0
ENSP00000339881,Q9NXC5,98584.0
ENSP00000339299,O75962,346900.0
ENSP00000315768,P52630,97916.0
ENSP00000484804,Q7Z3E5,91819.0
ENSP00000331983,Q5VZK9,151557.0
ENSP00000374507,Q9P219,228230.0
ENSP00000369131,O75182,133066.0
ENSP00000355261,Q9UPR3,113928.0
ENSP00000414202,Q9UPN7,96724.0
ENSP00000454380,Q9BQD7,25130.0
ENSP00000281172,Q12929,91882.0
ENSP00000371475,Q12888,213574.0
ENSP00000288235,Q12965,127062.0
ENSP00000228705,Q9ULR3,56448.0
ENSP00000362381,Q5JU69,35714.0
ENSP00000295802,Q6NUM9,66820.0
ENSP00000359050,Q5T2E6,78710.0
ENSP00000254066,P10276,50771.0
ENSP00000337443,Q6DKJ4,48392.0
ENSP00000271555,Q14814,55938.0
ENSP00000322373,Q9H8W4,27798.0
ENSP00000299853,Q9NVU0,79898.0
ENSP00000376246,Q8IYB1,55800.0
ENSP00000317300,Q643R3,57219.0
ENSP00000310356,Q96E14,15865.0
ENSP00000318270,Q8N271,91883.0
ENSP00000356988,Q86X76,35896.0
ENSP00000478501,Q9UM13,21252.0
ENSP00000333019,Q8N142,50208.0
ENSP00000310521,Q96IW7,34948.0
ENSP00000416658,A0A0C4DG91,22003.0
ENSP00000355388,Q99549,97182.0
ENSP00000364893,Q14155,90012.0
ENSP00000381140,Q9NRZ7,43381.0
ENSP00000029410,Q9UBV7,37406.0
ENSP00000290846,,
ENSP00000380718,Q9Y232,66482.0
ENSP00000324827,Q02040,80735.0
ENSP00000237281,Q8TB52,82304.0
ENSP00000289382,Q9UKZ1,55215.0
ENSP00000266068,Q9UKD1,56421.0
ENSP00000362107,Q13643,31192.0
ENSP00000297156,P49069,32953.0
ENSP00000323511,Q96T60,57076.0
ENSP00000349351,Q8TD16,93533.0
ENSP00000350686,Q86XL3,104114.0
ENSP00000301280,Q13111,106910.0
ENSP00000380553,O14817,26118.0
ENSP00000376989,Q2TB10,75236.0
ENSP00000375777,Q9NRL3,80596.0
ENSP00000480890,P31641,69830.0
ENSP00000305255,Q9UNK0,26907.0
ENSP00000447057,Q8N5I9,20123.0
ENSP00000297591,Q69YN4,202025.0
ENSP00000369592,A6NKD9,45210.0
ENSP00000344666,P35240,69690.0
ENSP00000369822,P16083,25919.0
ENSP00000359552,Q16513,112035.0
ENSP00000309689,O75427,73450.0
ENSP00000338481,O43491,112588.0
ENSP00000421326,P98194,100577.0
ENSP00000265295,Q96EA4,70172.0
ENSP00000305918,Q15059,79542.0
ENSP00000286070,Q8IUH3,53502.0
ENSP00000306906,Q9P0P0,17909.0
ENSP00000371278,Q7L3B6,38835.0
ENSP00000332103,Q9BRA0,13514.0
ENSP00000304895,P35568,131591.0
ENSP00000326967,P58317,44694.0
ENSP00000248248,Q7L1V2,59217.0
ENSP00000309031,Q96JH7,134321.0
ENSP00000362111,O43657,27563.0
ENSP00000349436,Q13444,92959.0
ENSP00000326550,Q9Y6A5,90360.0
ENSP00000318351,P21953,43122.0
ENSP00000379891,Q96PC3,18280.0
ENSP00000443988,Q9H7L9,38136.0
ENSP00000476295,Q8N8U2,56500.0
ENSP00000261597,O14777,73913.0
ENSP00000310551,Q6UWP7,48920.0
ENSP00000261497,Q9UPT9,59961.0
ENSP00000308622,Q53GS7,79836.0
ENSP00000304364,Q96EU7,36382.0
ENSP00000265970,O00443,190680.0
ENSP00000297151,O95391,68387.0
ENSP00000305810,Q9P2W9,38674.0
ENSP00000347931,Q9H6A9,222039.0
ENSP00000413937,Q9BT40,51090.0
ENSP00000476228,Q9NXA8,33881.0
ENSP00000303315,P17275,35879.0
ENSP00000419446,Q13443,90556.0
ENSP00000233242,P04114,515545.0
ENSP00000360676,Q96EK9,38616.0
ENSP00000335044,Q68CP9,197391.0
ENSP00000227507,P24385,33729.0
ENSP00000326604,Q8WVP7,55098.0
ENSP00000277458,Q9NWX5,47136.0
ENSP00000268695,P34059,58026.0
ENSP00000349305,Q13439,261140.0
ENSP00000365883,Q8WV74,25370.0
ENSP00000393978,Q9BZL6,96722.0
ENSP00000483408,A0A087X0H9,113795.0
ENSP00000351333,Q14CB8,55756.0
ENSP00000389903,Q6P1Q0,41790.0
ENSP00000263897,Q9NZ43,29371.0
ENSP00000448228,Q86XZ4,59545.0
ENSP00000233331,Q9C086,38637.0
ENSP00000263702,Q9BV79,40462.0
ENSP00000316649,Q9H1P3,55201.0
ENSP00000261716,Q7L7X3,116070.0
ENSP00000253047,Q9NX00,19658.0
ENSP00000362092,Q9HB90,44224.0
ENSP00000281513,A2RRP1,268571.0
ENSP00000324020,Q9NS87,160160.0
ENSP00000341565,Q6SJ93,84674.0
ENSP00000461324,B4DLN1,48099.0
ENSP00000446242,F6RGN5,43611.0
ENSP00000268035,,
ENSP00000282032,Q8N8R7,29338.0
ENSP00000377027,Q8WUH2,97158.0
ENSP00000445508,O95628,63510.0
ENSP00000284995,Q8NCE0,53247.0
ENSP00000354543,O75157,79228.0
ENSP00000337340,A0JLT2,26273.0
ENSP00000340648,Q7Z6Z7,481891.0
ENSP00000376453,Q6ZMG9,44890.0
ENSP00000256538,Q7L8W6,30307.0
ENSP00000265094,Q9UKB1,62091.0
ENSP00000265560,Q13107,108565.0
ENSP00000484060,Q9BY11,50966.0
ENSP00000300605,Q9H0R4,28536.0
ENSP00000387334,Q86UT6,107616.0
ENSP00000457703,Q96S82,40510.0
ENSP00000331258,Q9H5K3,40050.0
ENSP00000358813,P33981,97072.0
ENSP00000341268,Q15628,34247.0
ENSP00000295006,P17655,79995.0
ENSP00000350386,P24386,73476.0
ENSP00000479904,Q9UBW7,154911.0
ENSP00000216106,Q9UGU5,65712.0
ENSP00000354688,Q8TCE6,40513.0
ENSP00000330075,Q6PK18,35646.0
ENSP00000261503,Q5M775,118585.0
ENSP00000353030,P10586,212879.0
ENSP00000366275,Q6P4Q7,86607.0
ENSP00000299238,Q86YV9,82975.0
ENSP00000221132,O00220,50089.0
ENSP00000364631,Q5JSP0,79401.0
ENSP00000328269,Q9P0W2,35813.0
ENSP00000310520,Q92889,104486.0
ENSP00000274054,Q96HR8,53717.0
ENSP00000368389,Q9NPE2,32408.0
ENSP00000379836,Q8TAD4,84047.0
ENSP00000226760,O76024,100292.0
ENSP00000355944,Q96IY1,32162.0
ENSP00000367727,Q9NVE7,85991.0
ENSP00000288266,Q9UKG1,79663.0
ENSP00000263228,Q712K3,27166.0
ENSP00000344208,Q14142,49773.0
ENSP00000006658,Q8TB22,87899.0
ENSP00000369860,Q8NHP6,59746.0
ENSP00000466051,Q494X3,65425.0
ENSP00000480056,B3KW44,46993.0
ENSP00000336750,O94864,46193.0
ENSP00000263073,Q86US8,160462.0
ENSP00000337088,,
ENSP00000364907,P43405,72066.0
ENSP00000240079,Q9Y3C0,21173.0
ENSP00000263733,O75063,46432.0
ENSP00000322238,Q9NWQ9,16009.0
ENSP00000230461,Q9NV96,40684.0
ENSP00000295317,Q8NC42,43165.0
ENSP00000352601,Q7Z4F1,76193.0
ENSP00000351605,O60353,79292.0
ENSP00000465213,O95707,25425.0
ENSP00000341680,Q96EV8,39493.0
ENSP00000357196,Q15262,162102.0
ENSP00000324318,Q8WVT3,79375.0
ENSP00000262519,O15047,186034.0
ENSP00000361066,Q9Y6Q9,155293.0
ENSP00000353904,Q9Y6M4,51389.0
ENSP00000323068,Q9H0V1,79755.0
ENSP00000321348,O60879,125569.0
ENSP00000308000,F5H0R1,98435.0
ENSP00000441786,Q9H5V9,25625.0
ENSP00000314724,Q86W92,114024.0
ENSP00000360860,Q13325,55847.0
ENSP00000295304,Q8WUX2,20875.0
ENSP00000461382,Q8N370,62747.0
ENSP00000270066,Q9H0W8,57651.0
ENSP00000374213,,
ENSP00000342510,Q8IW35,96981.0
ENSP00000341805,Q8WUB8,56051.0
ENSP00000355536,Q99707,140527.0
ENSP00000365851,P35226,36949.0
ENSP00000281419,O43150,111651.0
ENSP00000242786,P48960,91869.0
ENSP00000378578,P51825,131422.0
ENSP00000285083,Q96HP4,34854.0
ENSP00000296149,Q0PNE2,29793.0
ENSP00000339086,Q9ULH7,118127.0
ENSP00000385205,Q9NRD5,46600.0
ENSP00000251871,Q9NVC6,72890.0
ENSP00000324203,Q9BUR4,59309.0
ENSP00000258341,P11047,177603.0
ENSP00000361245,Q5T447,97113.0
ENSP00000425658,Q9ULJ7,155859.0
ENSP00000221462,O75864,74767.0
ENSP00000295887,Q92903,53304.0
ENSP00000317224,Q5PRF9,75483.0
ENSP00000216259,Q92871,29747.0
ENSP00000417980,Q9H9B1,141466.0
ENSP00000352069,O00308,98912.0
ENSP00000355809,Q8N8S7,66510.0
ENSP00000266269,Q9HBE1,74060.0
ENSP00000331369,Q53S33,12114.0
ENSP00000446100,Q8IY22,86331.0
ENSP00000294129,Q9NZQ3,78960.0
ENSP00000351416,O75179,274258.0
ENSP00000290130,Q9NYP9,25863.0
ENSP00000331342,Q6WKZ4,137167.0
ENSP00000304429,Q9UNH6,45303.0
ENSP00000430897,Q8N9Z2,26261.0
ENSP00000331087,Q9Y5U2,34326.0
ENSP00000285238,O15438,169343.0
ENSP00000260327,Q05D32,52999.0
ENSP00000005340,O14641,78948.0
ENSP00000235329,O95140,86402.0
ENSP00000321617,Q9H8Y5,80927.0
ENSP00000436773,Q14667,253700.0
ENSP00000358464,Q9UQ13,64888.0
ENSP00000320917,Q8N9T8,82598.0
ENSP00000374447,Q9Y2L9,80875.0
ENSP00000416797,Q9P1Y5,134750.0
ENSP00000387982,Q6P4I2,41685.0
ENSP00000367828,,
ENSP00000465419,O95049,101397.0
ENSP00000261441,Q5VWQ0,90072.0
ENSP00000275517,Q96FF9,27601.0
ENSP00000383973,F6RRE2,60895.0
ENSP00000083182,Q92624,66853.0
ENSP00000441140,Q76FK4,131616.0
ENSP00000265081,P20585,127412.0
ENSP00000464006,Q9UKF7,38388.0
ENSP00000379643,Q9NXR1,37721.0
ENSP00000370938,P49336,53284.0
ENSP00000433071,Q9BQ04,40150.0
ENSP00000360017,Q8ND82,83096.0
ENSP00000481697,Q96IZ7,38677.0
ENSP00000370648,Q9HBH5,36865.0
ENSP00000439250,O95302,63084.0
ENSP00000307183,Q9H160,32808.0
ENSP00000378356,O95235,100278.0
ENSP00000331209,Q9H0W9,35117.0
ENSP00000272427,Q9Y2D4,94201.0
ENSP00000415078,Q8WUQ7,88702.0
ENSP00000364864,O15066,85125.0
ENSP00000445162,Q13889,34378.0
ENSP00000298767,Q7Z5K2,132946.0
ENSP00000479669,Q9H9S4,39088.0
ENSP00000402515,Q96Q15,410501.0
ENSP00000426354,E9PCX5,56950.0
ENSP00000216756,Q9BW66,24324.0
ENSP00000216267,O95696,119520.0
ENSP00000265990,O14981,206887.0
ENSP00000221166,P07197,102472.0
ENSP00000384408,Q86W56,111110.0
ENSP00000405890,P40424,46626.0
ENSP00000227471,Q9H1C4,66631.0
ENSP00000246792,P10301,23480.0
ENSP00000334040,Q6PCB5,94870.0
ENSP00000370242,Q9ULE0,136649.0
ENSP00000307491,Q8TAF3,76210.0
