string_external_id,abundance,ENSPID,UniProtID,MolecularWeight
9606.ENSP00000348708,155.0,ENSP00000348708,Q9HAU5,147810.0
9606.ENSP00000359364,155.0,ENSP00000359364,Q9BYJ9,60874.0
9606.ENSP00000354340,155.0,ENSP00000354340,Q8TBC4,51852.0
9606.ENSP00000450607,155.0,ENSP00000450607,Q9UNS1,138658.0
9606.ENSP00000355812,155.0,ENSP00000355812,O95684,43065.0
9606.ENSP00000417354,155.0,ENSP00000417354,O00461,81880.0
9606.ENSP00000307666,155.0,ENSP00000307666,Q96JG6,111174.0
9606.ENSP00000304689,155.0,ENSP00000304689,Q96EK4,34455.0
9606.ENSP00000016171,155.0,ENSP00000016171,Q7KZN9,46030.0
9606.ENSP00000366828,155.0,ENSP00000366828,Q9H1D9,35684.0
9606.ENSP00000255784,155.0,ENSP00000255784,Q9H6E4,26561.0
9606.ENSP00000309477,155.0,ENSP00000309477,P21399,98399.0
9606.ENSP00000320084,155.0,ENSP00000320084,Q5ZPR3,57235.0
9606.ENSP00000223023,155.0,ENSP00000223023,O00401,54827.0
9606.ENSP00000332340,155.0,ENSP00000332340,Q9NUL7,59581.0
9606.ENSP00000406027,155.0,ENSP00000406027,Q7L775,70370.0
9606.ENSP00000311962,155.0,ENSP00000311962,Q9UJY4,67150.0
9606.ENSP00000350310,155.0,ENSP00000350310,P23634,137920.0
9606.ENSP00000319240,155.0,ENSP00000319240,Q96A72,17276.0
9606.ENSP00000362376,155.0,ENSP00000362376,Q96D05,13238.0
9606.ENSP00000435412,155.0,ENSP00000435412,Q15418,82723.0
9606.ENSP00000266712,155.0,ENSP00000266712,Q6ZXV5,104009.0
9606.ENSP00000306080,155.0,ENSP00000306080,Q9HC36,47020.0
9606.ENSP00000429084,155.0,ENSP00000429084,O95071,309352.0
9606.ENSP00000370695,155.0,ENSP00000370695,Q9NV70,101982.0
9606.ENSP00000395473,155.0,ENSP00000395473,O00754,113744.0
9606.ENSP00000292566,155.0,ENSP00000292566,Q9NXW9,33838.0
9606.ENSP00000287647,155.0,ENSP00000287647,Q9BXW9,164128.0
9606.ENSP00000377250,155.0,ENSP00000377250,Q7Z3U7,190359.0
9606.ENSP00000298746,155.0,ENSP00000298746,Q8WWH5,37253.0
9606.ENSP00000391669,155.0,ENSP00000391669,P56945,93372.0
9606.ENSP00000314499,155.0,ENSP00000314499,O14976,143191.0
9606.ENSP00000362344,155.0,ENSP00000362344,Q05932,64609.0
9606.ENSP00000227868,155.0,ENSP00000227868,O00330,54122.0
9606.ENSP00000261900,155.0,ENSP00000261900,O60563,80685.0
9606.ENSP00000234256,155.0,ENSP00000234256,P43007,55723.0
9606.ENSP00000451974,155.0,ENSP00000451974,O43542,37850.0
9606.ENSP00000374280,155.0,ENSP00000374280,Q92541,80313.0
9606.ENSP00000335808,155.0,ENSP00000335808,Q9GZU8,28912.0
9606.ENSP00000351990,155.0,ENSP00000351990,Q13564,60246.0
9606.ENSP00000267842,154.0,ENSP00000267842,O14975,70312.0
9606.ENSP00000237612,154.0,ENSP00000237612,Q9UNQ0,72314.0
9606.ENSP00000250454,154.0,ENSP00000250454,Q56P03,32762.0
9606.ENSP00000302783,154.0,ENSP00000302783,Q9Y5R8,16832.0
9606.ENSP00000349629,154.0,ENSP00000349629,P50851,319108.0
9606.ENSP00000295641,154.0,ENSP00000295641,,
9606.ENSP00000326737,154.0,ENSP00000326737,Q9NP84,13911.0
9606.ENSP00000401435,154.0,ENSP00000401435,Q5VIR6,94405.0
9606.ENSP00000435460,154.0,ENSP00000435460,O00214,35808.0
9606.ENSP00000254029,154.0,ENSP00000254029,Q5JSH3,101366.0
9606.ENSP00000423600,154.0,ENSP00000423600,Q5HYI7,35093.0
9606.ENSP00000318318,154.0,ENSP00000318318,P34949,46656.0
9606.ENSP00000329360,154.0,ENSP00000329360,Q6PK04,33231.0
9606.ENSP00000363591,154.0,ENSP00000363591,Q16611,23409.0
9606.ENSP00000261070,154.0,ENSP00000261070,Q14061,6915.0
9606.ENSP00000330694,154.0,ENSP00000330694,Q96MG7,34308.0
9606.ENSP00000262319,154.0,ENSP00000262319,Q9Y4R8,91747.0
9606.ENSP00000295746,154.0,ENSP00000295746,Q8TCG1,102185.0
9606.ENSP00000260563,154.0,ENSP00000260563,O00442,39337.0
9606.ENSP00000386543,154.0,ENSP00000386543,Q4J6C6,83927.0
9606.ENSP00000380793,154.0,ENSP00000380793,Q92685,50126.0
9606.ENSP00000330188,154.0,ENSP00000330188,Q7L4I2,50560.0
9606.ENSP00000341344,154.0,ENSP00000341344,Q9UJY5,70384.0
9606.ENSP00000343742,154.0,ENSP00000343742,Q5VW32,46476.0
9606.ENSP00000322180,154.0,ENSP00000322180,Q9BVC3,44825.0
9606.ENSP00000344942,154.0,ENSP00000344942,A6NIH7,28137.0
9606.ENSP00000301761,154.0,ENSP00000301761,Q9NX18,19599.0
9606.ENSP00000328251,154.0,ENSP00000328251,Q8IUF8,52800.0
9606.ENSP00000328729,154.0,ENSP00000328729,O60613,18092.0
9606.ENSP00000483667,154.0,ENSP00000483667,O14646,196688.0
9606.ENSP00000340176,154.0,ENSP00000340176,Q93062,21802.0
9606.ENSP00000281701,154.0,ENSP00000281701,O15381,95051.0
9606.ENSP00000343001,154.0,ENSP00000343001,O95155,146185.0
9606.ENSP00000254260,154.0,ENSP00000254260,Q8IUC4,76993.0
9606.ENSP00000252483,154.0,ENSP00000252483,Q92692,57742.0
9606.ENSP00000253048,154.0,ENSP00000253048,Q9UPT8,140257.0
9606.ENSP00000478982,154.0,ENSP00000478982,P78345,31834.0
9606.ENSP00000357484,154.0,ENSP00000357484,Q9HD26,50520.0
9606.ENSP00000222567,154.0,ENSP00000222567,Q3B726,37432.0
9606.ENSP00000267199,154.0,ENSP00000267199,Q96AX1,67611.0
9606.ENSP00000341737,154.0,ENSP00000341737,Q8NC96,29737.0
9606.ENSP00000384421,154.0,ENSP00000384421,Q9UBB9,96820.0
9606.ENSP00000462116,154.0,ENSP00000462116,Q9UHR5,33870.0
9606.ENSP00000295321,154.0,ENSP00000295321,Q96ST2,91955.0
9606.ENSP00000426638,154.0,ENSP00000426638,Q16134,68495.0
9606.ENSP00000370736,154.0,ENSP00000370736,Q9HC07,34906.0
9606.ENSP00000398064,154.0,ENSP00000398064,Q9Y241,10143.0
9606.ENSP00000345502,154.0,ENSP00000345502,Q08499,91115.0
9606.ENSP00000256996,154.0,ENSP00000256996,Q92466,47864.0
9606.ENSP00000438115,154.0,ENSP00000438115,Q9UBW8,30277.0
9606.ENSP00000394390,154.0,ENSP00000394390,Q96SI1,31942.0
9606.ENSP00000371212,154.0,ENSP00000371212,A0AV96,64099.0
9606.ENSP00000355465,154.0,ENSP00000355465,Q8WYP5,252498.0
9606.ENSP00000455229,154.0,ENSP00000455229,Q9NX74,55050.0
9606.ENSP00000237264,154.0,ENSP00000237264,P62380,20887.0
9606.ENSP00000202017,154.0,ENSP00000202017,Q9NUG6,15511.0
9606.ENSP00000401303,154.0,ENSP00000401303,P29353,62822.0
9606.ENSP00000414851,154.0,ENSP00000414851,Q6IA86,92500.0
9606.ENSP00000262415,154.0,ENSP00000262415,Q14562,139315.0
9606.ENSP00000354961,154.0,ENSP00000354961,P03905,51581.0
9606.ENSP00000384477,154.0,ENSP00000384477,O00458,50269.0
9606.ENSP00000343629,154.0,ENSP00000343629,Q9Y520,316911.0
9606.ENSP00000260731,154.0,ENSP00000260731,P52732,119159.0
9606.ENSP00000483547,154.0,ENSP00000483547,Q9NPA3,20202.0
9606.ENSP00000415556,154.0,ENSP00000415556,Q8TEB1,61670.0
9606.ENSP00000419412,153.0,ENSP00000419412,P04920,137009.0
9606.ENSP00000288050,153.0,ENSP00000288050,Q8NCN5,99364.0
9606.ENSP00000352408,153.0,ENSP00000352408,Q9NWV8,36560.0
9606.ENSP00000360821,153.0,ENSP00000360821,Q9BSL1,45338.0
9606.ENSP00000252971,153.0,ENSP00000252971,P50219,40569.0
9606.ENSP00000451560,153.0,ENSP00000451560,A0A0B4J269,88382.0
9606.ENSP00000342481,153.0,ENSP00000342481,O75110,118583.0
9606.ENSP00000387535,153.0,ENSP00000387535,Q8WZA9,62717.0
9606.ENSP00000315386,153.0,ENSP00000315386,Q7Z4H8,58572.0
9606.ENSP00000358983,153.0,ENSP00000358983,Q00653,96749.0
9606.ENSP00000274376,153.0,ENSP00000274376,P20936,116403.0
9606.ENSP00000252593,153.0,ENSP00000252593,Q10589,19769.0
9606.ENSP00000444433,153.0,ENSP00000444433,O43819,29810.0
9606.ENSP00000334153,153.0,ENSP00000334153,Q14699,63146.0
9606.ENSP00000365693,153.0,ENSP00000365693,Q9Y3D2,19536.0
9606.ENSP00000355609,153.0,ENSP00000355609,Q8NDD1,32610.0
9606.ENSP00000354774,153.0,ENSP00000354774,Q5W111,21666.0
9606.ENSP00000349932,153.0,ENSP00000349932,,
9606.ENSP00000263212,153.0,ENSP00000263212,P49593,49831.0
9606.ENSP00000424123,153.0,ENSP00000424123,A1L3X0,33356.0
9606.ENSP00000409581,153.0,ENSP00000409581,P49407,47066.0
9606.ENSP00000265651,153.0,ENSP00000265651,Q9UK99,54561.0
9606.ENSP00000222399,153.0,ENSP00000222399,P07942,198038.0
9606.ENSP00000302895,153.0,ENSP00000302895,Q8WZ64,193452.0
9606.ENSP00000322845,153.0,ENSP00000322845,Q14202,152379.0
9606.ENSP00000384211,153.0,ENSP00000384211,Q14997,211334.0
9606.ENSP00000232165,153.0,ENSP00000232165,,
9606.ENSP00000424827,153.0,ENSP00000424827,P46934,149114.0
9606.ENSP00000356134,153.0,ENSP00000356134,Q8WVM0,39543.0
9606.ENSP00000341292,153.0,ENSP00000341292,Q9H4A3,250794.0
9606.ENSP00000263205,153.0,ENSP00000263205,Q96RN5,86753.0
9606.ENSP00000311665,153.0,ENSP00000311665,Q9BRP4,42190.0
9606.ENSP00000352185,153.0,ENSP00000352185,O75151,120775.0
9606.ENSP00000258648,153.0,ENSP00000258648,Q9NPJ6,29745.0
9606.ENSP00000377814,153.0,ENSP00000377814,Q8N4P3,20329.0
9606.ENSP00000267163,153.0,ENSP00000267163,P06400,106159.0
9606.ENSP00000354972,153.0,ENSP00000354972,Q5VZE5,83639.0
9606.ENSP00000334675,153.0,ENSP00000334675,Q2NKX8,141103.0
9606.ENSP00000070846,153.0,ENSP00000070846,Q99959,97415.0
9606.ENSP00000377233,153.0,ENSP00000377233,Q96P48,162192.0
9606.ENSP00000344831,153.0,ENSP00000344831,Q8TBP6,38125.0
9606.ENSP00000286639,153.0,ENSP00000286639,Q16520,14120.0
9606.ENSP00000261884,153.0,ENSP00000261884,Q15650,66146.0
9606.ENSP00000380495,153.0,ENSP00000380495,Q8N8A6,72457.0
9606.ENSP00000451112,153.0,ENSP00000451112,P61916,16570.0
9606.ENSP00000370222,153.0,ENSP00000370222,Q9Y244,15789.0
9606.ENSP00000345344,153.0,ENSP00000345344,P07711,37564.0
9606.ENSP00000394560,153.0,ENSP00000394560,P45984,48139.0
9606.ENSP00000328187,153.0,ENSP00000328187,O94952,72270.0
9606.ENSP00000246151,153.0,ENSP00000246151,Q9GZP4,24178.0
9606.ENSP00000351141,153.0,ENSP00000351141,Q15007,44244.0
9606.ENSP00000380785,153.0,ENSP00000380785,Q96ED9,83207.0
9606.ENSP00000248114,153.0,ENSP00000248114,P55789,23449.0
9606.ENSP00000252542,153.0,ENSP00000252542,Q14151,107473.0
9606.ENSP00000333946,153.0,ENSP00000333946,Q9Y2Z9,50870.0
9606.ENSP00000263857,153.0,ENSP00000263857,O95602,194811.0
9606.ENSP00000479322,153.0,ENSP00000479322,P30622,162246.0
9606.ENSP00000384999,153.0,ENSP00000384999,O15460,60902.0
9606.ENSP00000303709,153.0,ENSP00000303709,P51965,21404.0
9606.ENSP00000215862,153.0,ENSP00000215862,Q9Y6X9,117823.0
9606.ENSP00000295121,153.0,ENSP00000295121,Q96MX6,39740.0
9606.ENSP00000315700,153.0,ENSP00000315700,Q13112,61493.0
9606.ENSP00000406037,153.0,ENSP00000406037,Q9H7Z6,52403.0
9606.ENSP00000265807,153.0,ENSP00000265807,Q9H788,52727.0
9606.ENSP00000344503,153.0,ENSP00000344503,Q5SNT2,72236.0
9606.ENSP00000171111,153.0,ENSP00000171111,Q14145,69666.0
9606.ENSP00000324810,153.0,ENSP00000324810,Q96EY5,28783.0
9606.ENSP00000362136,153.0,ENSP00000362136,Q5VSG8,51317.0
9606.ENSP00000367299,153.0,ENSP00000367299,Q86VN1,43817.0
9606.ENSP00000341483,153.0,ENSP00000341483,Q9H6Z4,60210.0
9606.ENSP00000363614,153.0,ENSP00000363614,P35914,34360.0
9606.ENSP00000306473,153.0,ENSP00000306473,Q8NEM2,75690.0
9606.ENSP00000245564,153.0,ENSP00000245564,Q9BUK6,61835.0
9606.ENSP00000436585,152.0,ENSP00000436585,Q9NTX5,33698.0
9606.ENSP00000420333,152.0,ENSP00000420333,Q8IUR7,75509.0
9606.ENSP00000351209,152.0,ENSP00000351209,P29317,108266.0
9606.ENSP00000317985,152.0,ENSP00000317985,O75116,160900.0
9606.ENSP00000359925,152.0,ENSP00000359925,Q9BTT6,59242.0
9606.ENSP00000371362,152.0,ENSP00000371362,Q4G0N4,49433.0
9606.ENSP00000310260,152.0,ENSP00000310260,Q9UL03,100390.0
9606.ENSP00000221922,152.0,ENSP00000221922,Q9Y3X0,59703.0
9606.ENSP00000383059,152.0,ENSP00000383059,Q9NWB6,33216.0
9606.ENSP00000353863,152.0,ENSP00000353863,Q9UQR1,88976.0
9606.ENSP00000303909,152.0,ENSP00000303909,Q12979,97598.0
9606.ENSP00000332646,152.0,ENSP00000332646,Q14728,48339.0
9606.ENSP00000264718,152.0,ENSP00000264718,Q9HCN4,41740.0
9606.ENSP00000359127,152.0,ENSP00000359127,Q9H2P9,31651.0
9606.ENSP00000379047,152.0,ENSP00000379047,Q96ER9,45811.0
9606.ENSP00000360149,152.0,ENSP00000360149,,
9606.ENSP00000343325,152.0,ENSP00000343325,Q16512,103932.0
9606.ENSP00000363506,152.0,ENSP00000363506,Q9NVA1,34600.0
9606.ENSP00000336866,152.0,ENSP00000336866,O75884,21000.0
9606.ENSP00000224807,152.0,ENSP00000224807,,
9606.ENSP00000357047,152.0,ENSP00000357047,Q9ULK4,156474.0
9606.ENSP00000382342,152.0,ENSP00000382342,P33527,171591.0
9606.ENSP00000327889,152.0,ENSP00000327889,Q6P9B9,107995.0
9606.ENSP00000451261,152.0,ENSP00000451261,Q9Y385,35199.0
9606.ENSP00000280097,152.0,ENSP00000280097,P50135,33295.0
9606.ENSP00000358400,152.0,ENSP00000358400,Q9NU22,632820.0
9606.ENSP00000366843,152.0,ENSP00000366843,,
9606.ENSP00000247843,152.0,ENSP00000247843,O95619,26499.0
9606.ENSP00000261819,152.0,ENSP00000261819,Q9UJX4,85077.0
9606.ENSP00000386433,152.0,ENSP00000386433,Q14966,220625.0
9606.ENSP00000391596,152.0,ENSP00000391596,Q9Y303,43748.0
9606.ENSP00000376457,152.0,ENSP00000376457,Q9H8V3,103505.0
9606.ENSP00000256151,152.0,ENSP00000256151,Q9P031,28670.0
9606.ENSP00000361363,152.0,ENSP00000361363,Q9NPF5,52993.0
9606.ENSP00000263736,152.0,ENSP00000263736,Q8N5C6,111776.0
9606.ENSP00000340507,152.0,ENSP00000340507,O15164,116831.0
9606.ENSP00000377793,152.0,ENSP00000377793,O43663,71607.0
9606.ENSP00000282388,152.0,ENSP00000282388,P47974,51063.0
9606.ENSP00000396843,152.0,ENSP00000396843,P08651,55675.0
9606.ENSP00000352513,152.0,ENSP00000352513,O95297,29082.0
9606.ENSP00000317955,152.0,ENSP00000317955,Q15075,162466.0
9606.ENSP00000323076,152.0,ENSP00000323076,Q9BU61,20350.0
9606.ENSP00000285518,152.0,ENSP00000285518,Q9NUQ2,42072.0
9606.ENSP00000378307,152.0,ENSP00000378307,Q86U86,192948.0
9606.ENSP00000359990,152.0,ENSP00000359990,Q9H9A6,68250.0
9606.ENSP00000304593,152.0,ENSP00000304593,O43257,17536.0
9606.ENSP00000370543,152.0,ENSP00000370543,P53794,79664.0
9606.ENSP00000299886,152.0,ENSP00000299886,Q8WTW3,108978.0
9606.ENSP00000351832,152.0,ENSP00000351832,Q9H2M9,155985.0
9606.ENSP00000311399,152.0,ENSP00000311399,O14972,33010.0
9606.ENSP00000300128,152.0,ENSP00000300128,O14524,50640.0
9606.ENSP00000297157,152.0,ENSP00000297157,Q8TA86,26107.0
9606.ENSP00000264595,152.0,ENSP00000264595,P20933,37208.0
9606.ENSP00000381102,152.0,ENSP00000381102,Q86T03,29470.0
9606.ENSP00000358810,152.0,ENSP00000358810,Q5VSL9,95576.0
9606.ENSP00000301281,152.0,ENSP00000301281,Q9BZV1,49754.0
9606.ENSP00000261681,152.0,ENSP00000261681,Q8N3R9,77294.0
9606.ENSP00000437256,152.0,ENSP00000437256,Q9UPY3,218682.0
9606.ENSP00000357622,152.0,ENSP00000357622,Q53ET0,73302.0
9606.ENSP00000369948,151.0,ENSP00000369948,Q96BI1,44846.0
9606.ENSP00000408292,151.0,ENSP00000408292,Q13049,71989.0
9606.ENSP00000314029,151.0,ENSP00000314029,Q9H4L4,65010.0
9606.ENSP00000357869,151.0,ENSP00000357869,A0A0B4J1S8,92725.0
9606.ENSP00000299633,151.0,ENSP00000299633,Q9Y3E1,22620.0
9606.ENSP00000379204,151.0,ENSP00000379204,P18075,49313.0
9606.ENSP00000449795,151.0,ENSP00000449795,O43715,8786.0
9606.ENSP00000366280,151.0,ENSP00000366280,Q9H0V9,39711.0
9606.ENSP00000378974,151.0,ENSP00000378974,P45983,48296.0
9606.ENSP00000351596,151.0,ENSP00000351596,Q6PGP7,175486.0
9606.ENSP00000339191,151.0,ENSP00000339191,Q03135,20472.0
9606.ENSP00000312709,151.0,ENSP00000312709,Q15545,40259.0
9606.ENSP00000258243,151.0,ENSP00000258243,Q14146,170544.0
9606.ENSP00000298229,151.0,ENSP00000298229,O15357,138599.0
9606.ENSP00000417677,151.0,ENSP00000417677,A8K0B5,20675.0
9606.ENSP00000343054,151.0,ENSP00000343054,P52756,92154.0
9606.ENSP00000295588,151.0,ENSP00000295588,Q8NBL1,46189.0
9606.ENSP00000269221,151.0,ENSP00000269221,Q96DM3,74975.0
9606.ENSP00000383911,151.0,ENSP00000383911,Q8NBM4,38964.0
9606.ENSP00000263966,151.0,ENSP00000263966,Q92995,97327.0
9606.ENSP00000420294,151.0,ENSP00000420294,Q8NDX5,106162.0
9606.ENSP00000300811,151.0,ENSP00000300811,Q96B54,20481.0
9606.ENSP00000218388,151.0,ENSP00000218388,P01033,23171.0
9606.ENSP00000326869,151.0,ENSP00000326869,Q9P0S3,17371.0
9606.ENSP00000300087,151.0,ENSP00000300087,Q9BTE1,20127.0
9606.ENSP00000269228,151.0,ENSP00000269228,O15118,142167.0
9606.ENSP00000305161,151.0,ENSP00000305161,Q9BRZ2,81488.0
9606.ENSP00000372023,151.0,ENSP00000372023,O96017,60915.0
9606.ENSP00000337623,151.0,ENSP00000337623,Q5TBB1,35139.0
9606.ENSP00000261369,151.0,ENSP00000261369,Q9Y343,19818.0
9606.ENSP00000359848,151.0,ENSP00000359848,Q92643,45252.0
9606.ENSP00000335320,151.0,ENSP00000335320,Q86UU0,157129.0
9606.ENSP00000312634,151.0,ENSP00000312634,Q96JY6,37459.0
9606.ENSP00000284031,151.0,ENSP00000284031,O94760,31122.0
9606.ENSP00000360761,151.0,ENSP00000360761,O15120,30914.0
9606.ENSP00000340820,151.0,ENSP00000340820,A0A7I2PLE3,76816.0
9606.ENSP00000263092,151.0,ENSP00000263092,Q86W50,63621.0
9606.ENSP00000439601,151.0,ENSP00000439601,Q92619,124614.0
9606.ENSP00000256398,151.0,ENSP00000256398,Q9H9T3,62259.0
9606.ENSP00000278826,151.0,ENSP00000278826,Q9NPI0,19262.0
9606.ENSP00000268206,151.0,ENSP00000268206,Q7Z2Z2,125430.0
9606.ENSP00000384296,151.0,ENSP00000384296,Q03154,45885.0
9606.ENSP00000435233,151.0,ENSP00000435233,H0YE88,47928.0
9606.ENSP00000358495,151.0,ENSP00000358495,O75054,135196.0
9606.ENSP00000329858,151.0,ENSP00000329858,Q53H54,50236.0
9606.ENSP00000215980,151.0,ENSP00000215980,Q9NSP4,19737.0
9606.ENSP00000367835,151.0,ENSP00000367835,Q99633,39860.0
9606.ENSP00000313953,151.0,ENSP00000313953,Q6P3X3,96632.0
9606.ENSP00000393596,151.0,ENSP00000393596,Q9NR09,530269.0
9606.ENSP00000438993,151.0,ENSP00000438993,Q6NZY4,78577.0
9606.ENSP00000294618,151.0,ENSP00000294618,Q96HP0,229558.0
9606.ENSP00000295704,151.0,ENSP00000295704,Q96BH1,51219.0
9606.ENSP00000351132,151.0,ENSP00000351132,Q8IXI2,70784.0
9606.ENSP00000338990,151.0,ENSP00000338990,Q9BSB4,25003.0
9606.ENSP00000233047,151.0,ENSP00000233047,Q96B96,17522.0
9606.ENSP00000362354,151.0,ENSP00000362354,Q9BQK8,93614.0
9606.ENSP00000381932,151.0,ENSP00000381932,Q13627,85584.0
9606.ENSP00000383402,151.0,ENSP00000383402,Q8TF05,107004.0
9606.ENSP00000479618,151.0,ENSP00000479618,,
9606.ENSP00000337675,151.0,ENSP00000337675,O00559,24377.0
9606.ENSP00000347626,151.0,ENSP00000347626,Q8IVD9,40822.0
9606.ENSP00000354837,151.0,ENSP00000354837,Q92974,111543.0
9606.ENSP00000380747,151.0,ENSP00000380747,Q96SK2,62922.0
9606.ENSP00000259008,151.0,ENSP00000259008,Q9BX63,140867.0
9606.ENSP00000355385,151.0,ENSP00000355385,Q96D70,30350.0
9606.ENSP00000222644,151.0,ENSP00000222644,Q9NZW5,61117.0
9606.ENSP00000385083,150.0,ENSP00000385083,,
9606.ENSP00000356978,150.0,ENSP00000356978,P50336,50765.0
9606.ENSP00000323811,150.0,ENSP00000323811,Q9UJ83,63729.0
9606.ENSP00000320485,150.0,ENSP00000320485,O14497,242045.0
9606.ENSP00000361603,150.0,ENSP00000361603,Q9BV19,21877.0
9606.ENSP00000287936,150.0,ENSP00000287936,P04035,97476.0
9606.ENSP00000478059,150.0,ENSP00000478059,G0XQ39,88646.0
9606.ENSP00000451300,150.0,ENSP00000451300,P49757,70804.0
9606.ENSP00000253693,150.0,ENSP00000253693,Q9Y6W3,92652.0
9606.ENSP00000300086,150.0,ENSP00000300086,Q9NYB0,44260.0
9606.ENSP00000368818,150.0,ENSP00000368818,Q6ZVM7,55556.0
9606.ENSP00000216366,150.0,ENSP00000216366,A0A8C8KBR5,15688.0
9606.ENSP00000453403,150.0,ENSP00000453403,Q9BXS6,49452.0
9606.ENSP00000419005,150.0,ENSP00000419005,Q68CQ4,87055.0
9606.ENSP00000304376,150.0,ENSP00000304376,Q969Q5,23124.0
9606.ENSP00000379218,150.0,ENSP00000379218,Q9GZY4,16694.0
9606.ENSP00000334037,150.0,ENSP00000334037,Q5UCC4,27347.0
9606.ENSP00000286523,150.0,ENSP00000286523,Q6PJG2,114989.0
9606.ENSP00000464275,150.0,ENSP00000464275,Q9HAS0,44622.0
9606.ENSP00000333934,150.0,ENSP00000333934,Q7Z4G4,53421.0
9606.ENSP00000385722,150.0,ENSP00000385722,Q8N201,244297.0
9606.ENSP00000392065,150.0,ENSP00000392065,Q96D71,86662.0
9606.ENSP00000361803,150.0,ENSP00000361803,Q8WU79,46786.0
9606.ENSP00000366410,150.0,ENSP00000366410,Q9HAN9,31932.0
9606.ENSP00000384474,150.0,ENSP00000384474,Q9NX55,13651.0
9606.ENSP00000326342,150.0,ENSP00000326342,Q8IZ81,34961.0
9606.ENSP00000393952,150.0,ENSP00000393952,Q5SRH9,69778.0
9606.ENSP00000320117,150.0,ENSP00000320117,Q15642,68352.0
9606.ENSP00000247194,150.0,ENSP00000247194,Q96EM0,38138.0
9606.ENSP00000433146,150.0,ENSP00000433146,Q96K76,157311.0
9606.ENSP00000305193,150.0,ENSP00000305193,Q53T59,42780.0
9606.ENSP00000385795,150.0,ENSP00000385795,O94880,106986.0
9606.ENSP00000307959,150.0,ENSP00000307959,F6QMI7,633667.0
9606.ENSP00000296582,150.0,ENSP00000296582,Q9NVA4,50142.0
9606.ENSP00000386710,150.0,ENSP00000386710,Q7Z3C6,94447.0
9606.ENSP00000429744,150.0,ENSP00000429744,Q13188,56301.0
9606.ENSP00000263593,150.0,ENSP00000263593,Q9HAT2,58315.0
9606.ENSP00000387006,150.0,ENSP00000387006,Q9HCG8,105466.0
9606.ENSP00000433681,150.0,ENSP00000433681,P42695,168891.0
9606.ENSP00000316114,150.0,ENSP00000316114,Q96ES7,33238.0
9606.ENSP00000351737,150.0,ENSP00000351737,Q8IUX1,25943.0
9606.ENSP00000314709,150.0,ENSP00000314709,Q9Y6X8,92307.0
9606.ENSP00000403210,150.0,ENSP00000403210,Q9Y3B6,23061.0
9606.ENSP00000466298,150.0,ENSP00000466298,O60499,28114.0
9606.ENSP00000341597,150.0,ENSP00000341597,Q9NRY5,55468.0
9606.ENSP00000420095,150.0,ENSP00000420095,Q9ULU4,131692.0
9606.ENSP00000231790,150.0,ENSP00000231790,P40692,84601.0
9606.ENSP00000408002,150.0,ENSP00000408002,Q86Y07,58141.0
9606.ENSP00000348206,150.0,ENSP00000348206,Q9Y3B1,21495.0
9606.ENSP00000299163,150.0,ENSP00000299163,Q9NWT6,40285.0
9606.ENSP00000385616,150.0,ENSP00000385616,Q9UH99,80311.0
9606.ENSP00000314004,150.0,ENSP00000314004,Q9UJX6,93828.0
9606.ENSP00000252530,150.0,ENSP00000252530,Q17RN3,37329.0
9606.ENSP00000445001,150.0,ENSP00000445001,Q5TA45,67663.0
9606.ENSP00000362399,150.0,ENSP00000362399,P61764,67569.0
9606.ENSP00000369887,150.0,ENSP00000369887,Q9NWH9,117148.0
9606.ENSP00000385749,150.0,ENSP00000385749,P31321,43073.0
9606.ENSP00000371321,150.0,ENSP00000371321,P35251,128255.0
9606.ENSP00000266014,150.0,ENSP00000266014,Q68CQ7,41935.0
9606.ENSP00000227266,150.0,ENSP00000227266,P53634,51854.0
9606.ENSP00000424381,150.0,ENSP00000424381,Q9BU23,79698.0
9606.ENSP00000326563,150.0,ENSP00000326563,Q7LBC6,191581.0
9606.ENSP00000465759,150.0,ENSP00000465759,O00411,138620.0
9606.ENSP00000385334,150.0,ENSP00000385334,Q9Y6D9,83067.0
9606.ENSP00000349205,150.0,ENSP00000349205,Q99570,153103.0
9606.ENSP00000261965,150.0,ENSP00000261965,Q96CW5,103571.0
9606.ENSP00000434614,150.0,ENSP00000434614,P30260,91867.0
9606.ENSP00000354376,150.0,ENSP00000354376,P57735,23496.0
9606.ENSP00000364639,150.0,ENSP00000364639,J3KPD3,30591.0
9606.ENSP00000360798,150.0,ENSP00000360798,P42566,98656.0
9606.ENSP00000401399,149.0,ENSP00000401399,A0A0A0MSI9,29626.0
9606.ENSP00000301738,149.0,ENSP00000301738,Q9NXV2,26093.0
9606.ENSP00000478783,149.0,ENSP00000478783,O94822,200552.0
9606.ENSP00000418693,149.0,ENSP00000418693,P57060,36332.0
9606.ENSP00000428756,149.0,ENSP00000428756,Q9NUL3,62608.0
9606.ENSP00000452181,149.0,ENSP00000452181,Q9H9C1,57005.0
9606.ENSP00000351157,149.0,ENSP00000351157,Q96J42,39885.0
9606.ENSP00000382379,149.0,ENSP00000382379,O15084,112966.0
9606.ENSP00000280701,149.0,ENSP00000280701,Q9NWU1,48843.0
9606.ENSP00000342344,149.0,ENSP00000342344,Q8N7R7,40705.0
9606.ENSP00000363054,149.0,ENSP00000363054,Q86Y82,31642.0
9606.ENSP00000429615,149.0,ENSP00000429615,,
